ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
462311,Male,Yes,56,Yes,Executive,,High,9.0,Cat_6,B
466211,Male,Yes,47,Yes,Artist,0.0,Low,,Cat_6,C
462896,Male,Yes,58,Yes,Entertainment,,Low,2.0,Cat_6,A
465678,Male,Yes,36,No,Entertainment,1.0,Low,2.0,Cat_4,A
466213,Male,No,23,No,Healthcare,4.0,Low,5.0,Cat_2,D
466564,Female,No,23,No,Marketing,0.0,Average,4.0,Cat_6,D
467536,Male,Yes,82,No,Executive,1.0,Low,1.0,Cat_6,D
460091,Female,No,26,Yes,Entertainment,1.0,Low,5.0,Cat_6,C
461039,Female,Yes,27,No,Engineer,1.0,High,9.0,Cat_3,D
462177,Female,No,43,,Artist,6.0,Low,5.0,Cat_2,B
467853,Female,Yes,63,Yes,Artist,1.0,Average,5.0,Cat_3,C
467571,Male,No,23,No,Marketing,0.0,Low,,,C
460502,Female,Yes,55,Yes,Engineer,1.0,Average,3.0,Cat_3,B
460556,Female,Yes,36,Yes,,1.0,Low,1.0,Cat_3,C
464415,Male,Yes,41,No,Doctor,1.0,Low,3.0,Cat_6,A
460554,Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,B
463218,Male,Yes,42,No,Entertainment,9.0,Average,3.0,Cat_6,A
463507,Male,No,48,No,Artist,1.0,Low,1.0,Cat_6,C
465428,Female,No,36,Yes,Engineer,0.0,Low,1.0,Cat_4,A
465690,Female,Yes,49,No,Healthcare,,Average,2.0,Cat_4,B
458999,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C
459893,Female,Yes,68,No,Lawyer,,Average,2.0,Cat_6,D
466276,Female,No,32,No,Doctor,0.0,Low,5.0,Cat_4,D
466215,Male,Yes,53,Yes,Artist,3.0,Average,4.0,Cat_6,C
464879,Female,Yes,28,Yes,Doctor,1.0,Average,2.0,Cat_4,A
463375,Female,Yes,45,Yes,Doctor,0.0,Low,1.0,Cat_3,B
463245,Male,Yes,37,Yes,Entertainment,9.0,Average,2.0,Cat_6,A
462440,Female,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
466823,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,B
463553,Male,No,27,Yes,Engineer,9.0,High,2.0,Cat_6,B
460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
463505,Male,No,31,Yes,Healthcare,,Average,1.0,Cat_2,D
467303,Male,Yes,38,Yes,Doctor,3.0,Average,2.0,Cat_6,C
467252,Female,No,33,Yes,,0.0,Low,4.0,,D
464457,Female,No,53,No,Artist,9.0,Low,1.0,Cat_6,B
463264,Female,Yes,71,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
463856,Male,Yes,36,Yes,Marketing,0.0,Average,2.0,Cat_4,C
464810,Female,No,27,No,Engineer,1.0,Low,1.0,Cat_4,A
463379,Male,No,29,No,Marketing,1.0,Low,7.0,Cat_6,D
462463,Male,Yes,61,No,Artist,1.0,Average,2.0,Cat_5,C
464859,Female,Yes,45,Yes,Artist,1.0,Average,3.0,Cat_7,B
459769,Male,No,42,Yes,Marketing,1.0,Low,,Cat_6,D
464391,Female,Yes,65,No,Engineer,0.0,Average,2.0,Cat_6,B
459611,Female,No,20,No,Healthcare,1.0,Low,5.0,Cat_6,D
463333,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_6,D
467082,Female,Yes,76,Yes,Artist,1.0,High,2.0,Cat_6,C
459669,Male,Yes,28,Yes,Executive,0.0,Average,2.0,Cat_6,B
460024,Female,Yes,43,Yes,Entertainment,8.0,Low,1.0,Cat_6,B
466292,Female,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,B
460550,Female,Yes,59,Yes,Lawyer,0.0,Average,4.0,Cat_3,C
461817,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,D
460712,Male,Yes,80,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
463443,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
459816,Male,Yes,35,Yes,Engineer,,Low,2.0,Cat_6,D
462864,Female,No,30,Yes,Healthcare,12.0,Low,6.0,Cat_6,D
461216,Female,No,43,No,,,Low,,Cat_6,A
467785,Male,Yes,43,No,Executive,1.0,Low,2.0,Cat_6,B
463405,Male,Yes,45,No,Marketing,1.0,Low,2.0,Cat_3,D
461321,Male,No,50,Yes,Artist,13.0,Low,1.0,Cat_6,C
461670,Male,Yes,60,Yes,Artist,0.0,Average,6.0,Cat_6,C
461528,Female,No,33,Yes,Engineer,1.0,Low,2.0,Cat_6,A
462584,Female,Yes,40,No,Entertainment,0.0,Low,4.0,Cat_4,D
466890,Male,No,47,Yes,Artist,0.0,Average,6.0,Cat_7,B
465184,Male,Yes,46,No,Engineer,1.0,Average,5.0,Cat_6,C
460144,Male,No,47,Yes,Doctor,1.0,High,,Cat_3,A
466981,Female,Yes,53,No,Engineer,0.0,Low,3.0,Cat_5,A
459734,Male,Yes,85,Yes,Artist,1.0,Low,,Cat_6,A
466161,Male,Yes,46,No,Artist,0.0,Average,,Cat_6,C
463038,Male,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6,D
464605,Female,Yes,65,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
465260,Female,No,21,Yes,Healthcare,8.0,Low,6.0,Cat_6,D
459983,Female,Yes,50,Yes,Artist,2.0,Low,1.0,Cat_6,B
460986,Male,No,39,Yes,Doctor,0.0,Low,3.0,,A
464306,Male,No,29,No,Artist,3.0,Low,1.0,Cat_6,B
459556,Male,Yes,82,Yes,Lawyer,,Low,2.0,Cat_6,D
463873,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,C
462032,Female,Yes,69,Yes,Artist,0.0,Low,2.0,Cat_3,C
467212,Female,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6,B
462471,Male,No,30,Yes,Artist,1.0,Low,1.0,Cat_6,A
460230,Male,No,28,Yes,Healthcare,1.0,Low,4.0,Cat_6,C
459657,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,B
460541,Female,Yes,36,Yes,Homemaker,1.0,Average,3.0,Cat_3,D
465715,Female,Yes,68,Yes,Artist,7.0,Low,1.0,Cat_6,A
465488,Male,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,D
461031,Male,Yes,59,Yes,Executive,1.0,High,2.0,Cat_6,C
464239,Female,Yes,42,No,Artist,0.0,Average,3.0,Cat_6,A
461702,Female,Yes,53,Yes,Engineer,8.0,High,4.0,Cat_6,A
459418,Male,Yes,66,No,Executive,1.0,Average,2.0,Cat_6,D
460415,Female,No,59,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
461135,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
462911,Male,Yes,32,Yes,Doctor,11.0,Average,2.0,Cat_6,A
467384,Male,No,42,Yes,,,Low,1.0,Cat_2,D
466023,Male,Yes,68,No,Executive,,High,3.0,Cat_7,B
460967,Male,No,24,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
464538,Male,No,19,No,Healthcare,0.0,Low,,Cat_3,D
462891,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,C
466243,Female,Yes,38,No,Engineer,1.0,Low,2.0,Cat_4,A
464577,Female,Yes,27,Yes,Healthcare,10.0,High,2.0,Cat_6,D
460497,Male,Yes,36,No,Lawyer,6.0,Low,5.0,Cat_3,D
459093,Female,No,39,Yes,Doctor,8.0,Average,2.0,,C
460339,Female,Yes,50,Yes,Entertainment,4.0,Average,2.0,Cat_6,A
465957,Female,No,46,Yes,Marketing,1.0,Low,1.0,Cat_6,D
464694,Female,No,29,No,Engineer,1.0,Low,3.0,Cat_4,A
459683,Female,Yes,56,No,Engineer,1.0,Average,3.0,Cat_6,B
462382,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,B
460880,Male,No,42,Yes,Entertainment,4.0,Low,2.0,Cat_2,A
464747,Female,Yes,69,No,Engineer,0.0,Average,4.0,Cat_1,A
464793,Female,Yes,26,No,Marketing,7.0,High,3.0,Cat_4,A
467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,A
467653,Male,Yes,59,Yes,Lawyer,2.0,High,2.0,Cat_6,C
463058,Female,No,28,Yes,Homemaker,11.0,Low,1.0,,D
463169,Male,Yes,85,Yes,Lawyer,0.0,Low,1.0,Cat_3,D
467151,Male,No,37,No,Entertainment,,Low,1.0,Cat_6,D
464715,Male,Yes,61,No,Marketing,1.0,Average,4.0,Cat_4,D
464268,Female,No,51,No,Artist,0.0,Low,1.0,Cat_7,A
466632,Female,Yes,57,Yes,Artist,1.0,High,2.0,Cat_6,C
467609,Male,No,36,No,Artist,2.0,Low,4.0,Cat_6,A
466803,Female,,41,Yes,Marketing,0.0,Low,2.0,Cat_6,D
462184,Female,No,19,No,Doctor,0.0,Low,4.0,Cat_6,D
461760,Male,Yes,82,Yes,Artist,0.0,High,2.0,Cat_6,C
466797,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
462814,Female,Yes,22,No,Engineer,8.0,Average,2.0,Cat_5,C
465826,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,D
460871,Female,No,27,Yes,Healthcare,,Low,,Cat_6,D
460918,Female,Yes,27,Yes,Doctor,14.0,Low,8.0,Cat_6,C
459407,Female,No,37,Yes,Engineer,0.0,Low,3.0,Cat_6,A
459132,Male,No,20,No,Entertainment,5.0,Low,2.0,Cat_6,D
462497,Male,No,35,Yes,Artist,1.0,Low,2.0,Cat_6,B
467852,Female,No,39,No,Artist,10.0,Low,1.0,Cat_6,B
465430,Male,No,28,No,Healthcare,4.0,Low,5.0,Cat_7,C
465366,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,B
465929,Male,No,26,Yes,Doctor,8.0,Low,5.0,Cat_6,D
461581,Female,Yes,60,Yes,Lawyer,1.0,High,3.0,Cat_6,C
465702,Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_4,A
464350,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,C
459360,Female,Yes,32,Yes,Healthcare,,Low,3.0,Cat_6,C
463827,Female,Yes,49,Yes,Engineer,1.0,Average,4.0,Cat_6,B
466433,Female,Yes,43,Yes,Entertainment,8.0,Low,2.0,Cat_6,B
459762,Female,Yes,45,Yes,Artist,8.0,Average,2.0,,B
459806,Female,Yes,50,No,Engineer,1.0,Average,4.0,Cat_7,B
465964,Female,Yes,47,No,Marketing,2.0,Low,1.0,Cat_6,D
461642,Male,No,41,No,Artist,9.0,Low,2.0,Cat_6,A
467036,Male,Yes,66,No,Lawyer,0.0,Low,1.0,Cat_6,B
466728,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,A
463579,Male,Yes,45,Yes,Artist,,Average,2.0,Cat_6,B
465936,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,B
462531,Female,Yes,59,No,Homemaker,,High,2.0,Cat_6,B
466704,Male,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6,C
466012,Male,Yes,56,Yes,Lawyer,2.0,Average,3.0,Cat_4,B
459309,Female,Yes,41,Yes,Artist,9.0,High,2.0,Cat_2,B
460877,Female,Yes,47,No,Artist,0.0,Low,5.0,Cat_6,B
461258,Male,No,57,Yes,Artist,1.0,Average,3.0,Cat_4,C
467811,Male,Yes,72,Yes,Lawyer,1.0,High,1.0,Cat_6,D
467642,Male,Yes,46,Yes,Artist,2.0,Average,4.0,Cat_2,C
464504,Male,No,29,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
462150,Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,C
467771,Female,Yes,59,No,Artist,0.0,High,5.0,Cat_6,C
462710,Female,No,28,Yes,Marketing,2.0,High,3.0,Cat_6,D
464288,Female,No,33,Yes,Doctor,9.0,Low,2.0,Cat_6,A
466177,Female,Yes,49,Yes,Executive,0.0,Average,3.0,Cat_6,C
464850,Female,,51,No,Artist,,Average,3.0,Cat_4,B
466956,Female,Yes,55,Yes,Artist,1.0,Low,1.0,Cat_6,B
460285,Female,No,57,Yes,Doctor,0.0,Low,2.0,Cat_6,B
464573,Female,Yes,39,Yes,Artist,7.0,Average,3.0,Cat_6,B
463191,Male,No,26,No,Healthcare,1.0,Low,1.0,Cat_4,D
467089,Male,No,69,No,Artist,0.0,Average,3.0,Cat_6,B
459805,Female,Yes,45,No,Artist,4.0,Average,4.0,Cat_6,B
462838,Male,Yes,34,Yes,Homemaker,0.0,Low,3.0,Cat_5,B
461859,Female,Yes,46,No,Artist,5.0,Low,5.0,Cat_6,C
462552,Male,No,31,Yes,Artist,1.0,Low,2.0,Cat_6,A
465838,Female,Yes,52,No,Doctor,3.0,Average,2.0,Cat_6,A
464635,Male,Yes,43,Yes,Healthcare,1.0,Average,4.0,Cat_4,B
460532,Female,No,18,No,,0.0,Low,6.0,Cat_6,D
461129,Female,Yes,63,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
466125,Female,Yes,65,Yes,Artist,0.0,Low,2.0,Cat_6,B
462434,Male,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_1,C
466099,Female,Yes,73,No,Lawyer,1.0,Low,1.0,Cat_6,B
467749,Male,No,19,No,Healthcare,1.0,Low,9.0,Cat_7,D
460317,Male,No,32,No,Artist,10.0,Low,2.0,Cat_6,D
467867,Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_4,D
467376,Female,Yes,47,Yes,Doctor,8.0,Average,2.0,Cat_6,C
465212,Male,Yes,46,Yes,Executive,,High,4.0,Cat_3,B
464004,Female,Yes,26,Yes,Marketing,0.0,Low,5.0,Cat_4,D
461668,Male,Yes,50,Yes,Artist,3.0,Average,4.0,Cat_7,C
461633,Female,No,30,Yes,Homemaker,8.0,Low,4.0,Cat_7,D
467321,Female,Yes,65,Yes,Artist,9.0,Low,2.0,Cat_6,C
462099,Female,Yes,47,Yes,Doctor,,Average,5.0,Cat_5,C
465680,Male,Yes,31,No,Healthcare,0.0,Average,5.0,Cat_4,D
464507,Male,Yes,53,Yes,Artist,0.0,High,3.0,Cat_6,C
464181,Female,No,31,Yes,Healthcare,6.0,Low,4.0,Cat_7,D
466358,Female,,28,No,Engineer,0.0,Low,4.0,Cat_6,A
462203,Male,Yes,72,No,Executive,2.0,High,7.0,Cat_4,A
467726,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,C
462727,Female,Yes,81,No,Lawyer,0.0,High,2.0,Cat_4,A
462180,Female,Yes,60,Yes,Engineer,4.0,Average,4.0,Cat_2,B
459289,Male,No,39,Yes,Doctor,1.0,Low,1.0,Cat_6,A
461061,Female,No,38,Yes,Engineer,3.0,Low,1.0,Cat_2,B
462564,Male,No,55,Yes,Executive,,Low,5.0,Cat_6,C
460068,Female,No,40,Yes,Artist,8.0,Low,1.0,Cat_6,B
460540,Female,Yes,30,No,Healthcare,1.0,Average,2.0,Cat_3,D
462139,Female,No,27,Yes,Healthcare,1.0,Low,4.0,Cat_2,C
459385,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_7,C
464045,Male,Yes,39,Yes,Artist,0.0,Low,2.0,Cat_3,C
462757,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
460995,Female,No,31,Yes,Marketing,0.0,Low,1.0,Cat_6,D
461396,Male,No,23,No,Doctor,0.0,Low,5.0,Cat_6,B
459647,Female,No,43,Yes,Engineer,1.0,Low,2.0,Cat_6,B
460211,Male,Yes,25,,Artist,6.0,Low,1.0,Cat_6,A
463571,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_2,B
462613,Female,Yes,35,No,Engineer,0.0,Average,5.0,Cat_4,D
464255,Female,Yes,50,Yes,Artist,1.0,Average,5.0,Cat_4,C
460637,Female,No,19,No,Healthcare,,Low,,Cat_3,D
465682,Male,Yes,39,Yes,Artist,0.0,Low,4.0,Cat_4,A
461075,Male,Yes,32,Yes,Entertainment,,Average,2.0,Cat_3,B
464435,Male,Yes,48,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
465829,Female,Yes,35,Yes,Doctor,7.0,Average,3.0,Cat_4,A
461856,Female,No,45,Yes,Artist,3.0,High,4.0,Cat_2,C
466966,Male,Yes,61,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
466643,Female,Yes,68,Yes,Lawyer,9.0,High,4.0,Cat_6,C
467448,Female,Yes,49,No,Engineer,0.0,Low,1.0,Cat_6,A
466675,Female,Yes,49,Yes,Artist,2.0,Average,2.0,Cat_6,C
465081,Male,Yes,57,Yes,Doctor,7.0,High,2.0,Cat_6,C
461851,Male,No,35,Yes,Lawyer,3.0,Average,2.0,Cat_7,C
467917,Female,No,27,Yes,Healthcare,3.0,Low,4.0,Cat_1,D
463643,Female,No,43,Yes,Artist,0.0,Low,3.0,Cat_6,A
467780,Male,Yes,47,Yes,Homemaker,,Low,3.0,Cat_6,A
466010,Female,Yes,69,No,Doctor,0.0,High,1.0,Cat_3,A
466031,Female,No,30,No,Entertainment,6.0,Low,1.0,Cat_6,A
465740,Female,No,68,Yes,Doctor,1.0,Low,1.0,Cat_6,A
461306,Male,No,21,No,Doctor,,Low,4.0,Cat_6,C
466089,Male,No,59,No,Entertainment,0.0,Low,3.0,Cat_6,B
462342,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,C
464602,Female,Yes,31,Yes,Healthcare,0.0,Low,1.0,Cat_1,D
462415,Male,No,32,No,Doctor,0.0,Low,1.0,Cat_6,A
462330,Male,No,30,No,Artist,1.0,Low,1.0,Cat_5,B
465468,Female,Yes,37,Yes,Artist,1.0,High,2.0,Cat_6,C
462991,Male,Yes,28,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
461611,Female,Yes,38,Yes,Artist,5.0,Average,2.0,Cat_6,C
467595,Female,No,26,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
465884,Male,Yes,37,Yes,Executive,6.0,Low,3.0,Cat_6,D
461540,Male,No,38,Yes,,3.0,Low,2.0,Cat_2,B
463705,Female,Yes,37,Yes,Artist,4.0,Average,2.0,Cat_2,C
465973,Female,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,B
466288,Male,Yes,36,Yes,Artist,7.0,Average,5.0,Cat_2,B
464940,Female,Yes,30,No,Engineer,1.0,Low,2.0,Cat_4,A
467531,Male,Yes,74,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
464373,Female,No,46,Yes,Artist,0.0,Low,2.0,Cat_6,B
464170,Male,Yes,38,No,Engineer,8.0,Low,1.0,Cat_6,B
463152,Female,Yes,59,Yes,Healthcare,1.0,Average,4.0,Cat_6,C
464353,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,A
459750,Female,Yes,41,Yes,Engineer,0.0,Average,2.0,Cat_6,A
461511,Male,Yes,35,No,Doctor,9.0,Average,2.0,Cat_6,B
464330,Male,No,38,Yes,Artist,,Low,2.0,Cat_6,A
467142,Male,Yes,40,Yes,Executive,0.0,Low,4.0,Cat_6,B
459250,Male,Yes,50,Yes,Doctor,1.0,Average,4.0,Cat_6,C
463455,Male,Yes,44,No,Artist,0.0,Low,2.0,Cat_6,B
458993,Male,Yes,29,Yes,Doctor,0.0,Low,2.0,Cat_4,A
463989,Male,No,79,No,Lawyer,0.0,Low,1.0,Cat_1,D
463687,Male,No,31,Yes,Healthcare,0.0,Low,5.0,Cat_2,D
459232,Female,Yes,59,Yes,Artist,0.0,High,2.0,Cat_6,C
465162,Male,Yes,58,Yes,Artist,1.0,Average,3.0,Cat_6,B
462888,Male,Yes,38,Yes,Executive,,High,3.0,Cat_6,B
466084,Male,Yes,49,Yes,Homemaker,12.0,Low,1.0,Cat_3,A
463297,Male,No,27,Yes,Healthcare,4.0,Low,2.0,Cat_6,D
460840,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
462781,Male,No,50,No,Marketing,1.0,Low,2.0,Cat_7,C
462607,Male,,37,No,Engineer,2.0,Average,3.0,Cat_4,D
465377,Male,Yes,26,Yes,Artist,5.0,Average,,Cat_6,A
460634,Male,No,39,No,Entertainment,,Low,6.0,Cat_3,D
462523,Male,Yes,57,No,Doctor,4.0,Low,3.0,Cat_4,B
464590,Female,No,27,Yes,Artist,14.0,Low,3.0,Cat_6,A
459026,Male,No,29,No,Healthcare,9.0,Low,3.0,Cat_3,D
467662,Male,No,29,Yes,Artist,,Low,1.0,Cat_4,D
466810,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_6,D
467200,Female,No,75,Yes,Lawyer,0.0,Low,2.0,Cat_7,C
460124,Female,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,A
464387,Female,No,27,Yes,Artist,9.0,Low,5.0,Cat_6,B
464942,Male,No,19,No,Healthcare,4.0,Low,4.0,Cat_1,D
461040,Female,Yes,69,No,Lawyer,0.0,Low,1.0,Cat_3,D
461530,Male,Yes,42,Yes,Engineer,1.0,Low,2.0,Cat_6,A
464988,Male,Yes,65,Yes,Artist,0.0,Average,7.0,Cat_6,C
460542,Female,Yes,81,No,Lawyer,1.0,Low,,Cat_3,B
462621,Female,Yes,49,No,Executive,5.0,Average,5.0,Cat_4,D
463096,Male,No,33,Yes,Doctor,,Low,3.0,Cat_6,D
461571,Male,No,27,No,Healthcare,1.0,Low,4.0,Cat_4,C
461728,Female,No,55,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
465913,Female,Yes,29,Yes,Artist,10.0,Low,2.0,Cat_6,B
466838,Male,Yes,41,No,Executive,0.0,Low,3.0,Cat_1,D
462587,Female,Yes,78,No,Lawyer,1.0,High,2.0,Cat_4,B
459173,Male,Yes,55,No,Artist,1.0,Average,2.0,Cat_6,C
465202,Male,No,27,No,Entertainment,6.0,Low,4.0,Cat_6,D
464263,Female,Yes,88,Yes,Lawyer,1.0,Low,,Cat_6,D
463958,Female,Yes,25,No,Healthcare,0.0,Low,5.0,Cat_2,C
466491,Male,Yes,83,No,Executive,1.0,High,2.0,Cat_6,B
459910,Male,Yes,69,No,Artist,1.0,Low,2.0,Cat_6,B
464380,Female,Yes,48,Yes,Artist,6.0,Average,6.0,Cat_6,C
467754,Male,Yes,35,Yes,Artist,,Average,4.0,Cat_6,C
463076,Female,No,51,Yes,Artist,0.0,Low,2.0,Cat_6,C
459091,Male,Yes,67,Yes,Artist,0.0,Average,6.0,Cat_1,B
465653,Female,Yes,53,Yes,Artist,1.0,Low,2.0,Cat_6,A
461003,Male,No,30,No,Executive,13.0,Low,4.0,Cat_3,D
467635,Female,No,41,Yes,Artist,9.0,Low,1.0,Cat_6,B
464471,Male,Yes,30,Yes,Doctor,0.0,Low,3.0,Cat_6,D
463464,Female,No,18,No,Healthcare,6.0,Low,4.0,Cat_6,D
466804,Female,,40,Yes,Homemaker,4.0,Low,1.0,Cat_3,A
461586,Male,Yes,36,Yes,Artist,6.0,Low,3.0,Cat_2,B
466335,Male,No,28,No,Healthcare,0.0,Low,3.0,Cat_1,B
465594,Male,Yes,29,No,Executive,4.0,Low,6.0,Cat_3,D
466415,Male,Yes,71,No,Lawyer,1.0,Low,1.0,Cat_6,D
461708,Male,Yes,84,No,Marketing,0.0,High,2.0,Cat_6,B
460665,Male,No,29,No,Entertainment,5.0,Low,1.0,Cat_6,D
461446,Female,Yes,66,Yes,Healthcare,1.0,Low,2.0,Cat_3,C
464847,Female,Yes,52,No,Artist,,Average,4.0,Cat_4,A
462619,Male,,61,No,,0.0,High,,Cat_4,A
464377,Female,No,51,Yes,Entertainment,0.0,Low,1.0,Cat_6,A
463373,Male,Yes,55,Yes,Artist,1.0,Low,3.0,Cat_3,A
463007,Male,Yes,29,No,Executive,,High,3.0,Cat_6,D
463325,Female,Yes,22,No,Doctor,1.0,Low,4.0,Cat_3,A
467859,Female,Yes,39,Yes,Healthcare,6.0,Average,2.0,Cat_3,C
459852,Male,No,40,Yes,Artist,7.0,Low,1.0,Cat_6,A
463143,Female,Yes,52,Yes,Entertainment,,Low,2.0,Cat_3,B
463950,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_7,D
461267,Female,No,35,Yes,Healthcare,,Low,1.0,Cat_4,D
463830,Female,No,30,Yes,Engineer,3.0,Low,3.0,Cat_6,D
462945,Male,Yes,52,Yes,Artist,1.0,Average,4.0,Cat_6,B
461436,Male,Yes,55,Yes,Artist,8.0,Average,2.0,Cat_2,C
466487,Female,No,27,Yes,Healthcare,0.0,Low,5.0,Cat_4,A
463661,Female,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,B
461287,Male,Yes,42,Yes,Entertainment,1.0,High,5.0,Cat_6,B
465087,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,B
463796,Female,No,33,No,Engineer,1.0,Low,3.0,Cat_6,D
461245,Male,Yes,39,Yes,,5.0,Average,3.0,Cat_6,A
464128,Male,Yes,52,No,Entertainment,0.0,Average,4.0,Cat_5,B
463747,Female,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,C
461849,Male,Yes,32,No,Healthcare,0.0,Low,4.0,Cat_5,A
463803,Male,No,30,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
461723,Male,No,26,Yes,Healthcare,8.0,Low,2.0,Cat_6,C
459620,Female,Yes,29,No,Marketing,,Low,,,D
459498,Female,Yes,42,Yes,Entertainment,,Low,2.0,Cat_6,C
466435,Male,Yes,32,No,Doctor,1.0,High,5.0,Cat_6,D
461882,Female,No,30,No,Doctor,0.0,Low,5.0,Cat_7,C
462946,Male,Yes,52,No,Artist,1.0,High,2.0,Cat_6,A
462217,Female,Yes,42,Yes,Executive,,Low,1.0,Cat_4,B
460232,Male,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,D
464846,Male,No,25,No,Entertainment,8.0,Low,2.0,Cat_4,D
459705,Male,Yes,25,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
463885,Male,Yes,51,Yes,Artist,1.0,Low,1.0,Cat_4,A
459738,Male,Yes,32,Yes,Artist,1.0,Low,2.0,Cat_6,D
466912,Male,Yes,68,Yes,Engineer,0.0,Low,1.0,Cat_6,D
465070,Female,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_5,C
463782,Female,No,29,Yes,Artist,8.0,Average,1.0,Cat_6,A
463992,Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_6,B
461556,Female,Yes,49,Yes,Engineer,1.0,Average,2.0,Cat_6,A
467744,Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,D
463815,Female,Yes,37,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
467062,Female,No,55,Yes,Artist,1.0,Low,1.0,Cat_3,A
460456,Male,Yes,33,No,Executive,0.0,High,5.0,Cat_4,D
462924,Female,Yes,31,No,Homemaker,8.0,High,2.0,Cat_6,D
465394,Male,No,32,Yes,Engineer,0.0,Low,3.0,Cat_4,B
465323,Female,Yes,45,Yes,Artist,0.0,Low,1.0,Cat_6,A
462852,Male,Yes,42,No,Engineer,9.0,Low,3.0,Cat_6,D
461460,Male,Yes,43,Yes,Executive,7.0,High,3.0,Cat_6,B
467857,Female,Yes,28,Yes,Engineer,0.0,Low,2.0,Cat_6,A
461182,Male,No,18,No,Healthcare,,Low,,Cat_3,D
463268,Female,Yes,38,No,Engineer,0.0,Low,3.0,Cat_1,A
467280,Female,No,28,No,Entertainment,10.0,Low,2.0,Cat_6,D
466197,Female,Yes,31,No,Engineer,8.0,Low,2.0,Cat_4,C
460596,Male,No,29,No,Engineer,0.0,Low,5.0,Cat_3,A
463872,Male,Yes,78,No,Doctor,1.0,High,2.0,Cat_2,A
466200,Female,Yes,51,Yes,Doctor,8.0,Average,3.0,Cat_4,B
